"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","term"
"1","""At the request of, and in close coordination with, the Government of Niger, United States Africa Command is... https://t.co/zIwh97oP1c",FALSE,0,NA,2016-09-30 21:04:55,FALSE,NA,"781963057593409536",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Chazmacs",0,FALSE,FALSE,NA,NA,"boko haram"
"2","US builds a $100 million African drone base to fight Boko Haram https://t.co/xN2MmvmFtl",FALSE,0,NA,2016-09-30 21:04:55,FALSE,NA,"781963056276353024",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","Chazmacs",0,FALSE,FALSE,NA,NA,"boko haram"
"3","14 soldiers killed in anti-Boko Haram operations https://t.co/evqSQMansf via todayng https://t.co/HDiaypE15b",FALSE,0,NA,2016-09-30 21:04:43,FALSE,NA,"781963007219884032",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","NewsPostNigeria",0,FALSE,FALSE,NA,NA,"boko haram"
"4","RT @engadget: US builds a $100 million African drone base to fight Boko Haram https://t.co/RlAkjiSkZu https://t.co/V3uObPLuUp",FALSE,0,NA,2016-09-30 21:04:43,FALSE,NA,"781963006263582720",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PaoloNurra",16,TRUE,FALSE,NA,NA,"boko haram"
"5","RT @INSubcontinent: World: Boko Haram region poised for w .. #TISNews Link - https://t.co/mlTJvYU9hb https://t.co/QrglbVtyNY",FALSE,0,NA,2016-09-30 21:04:35,FALSE,NA,"781962974328070144",NA,"<a href=""http://theindiansubcontinent.com"" rel=""nofollow"">TweetNSAuto2</a>","ErtigCrowdBuy",3,TRUE,FALSE,NA,NA,"boko haram"
"6","US builds a $100 million African drone base to fight Boko Haram - https://t.co/JQoLJvgFeh #News https://t.co/osVGdzwxZT",FALSE,0,NA,2016-09-30 21:04:20,FALSE,NA,"781962908745998340",NA,"<a href=""https://www.aivanet.com"" rel=""nofollow"">AIVAnet_Site</a>","aivanet",0,FALSE,FALSE,NA,NA,"boko haram"
"7","CyberAnonymous: NigeriaNewsdesk: 14 soldiers killed in anti-Boko Haram operations https://t.co/mcN2G5Tpre via tod… https://t.co/7I1DBgmPyu",FALSE,0,NA,2016-09-30 21:03:55,FALSE,NA,"781962803578109952",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","ikmuhd",0,FALSE,FALSE,NA,NA,"boko haram"
"8","RT @Amaka_Ekwo: Nnamdi Kanu must be a prophet.

Nigeria now like then Somalia says OXFAM.

Pls support #SelfDetermination. #Biafra 

https:…",FALSE,0,NA,2016-09-30 21:03:32,FALSE,NA,"781962706488266753",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fred_ldy",64,TRUE,FALSE,NA,NA,"boko haram"
"9","RT @NigeriaNewsdesk: 14 soldiers killed in anti-Boko Haram operations https://t.co/zK1Q3ajrVs via @todayng https://t.co/fXywoKjHKD",FALSE,0,NA,2016-09-30 21:03:29,FALSE,NA,"781962696174567425",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","NanaSenaya",2,TRUE,FALSE,NA,NA,"boko haram"
"10","RT @NigeriaNewsdesk: Boko Haram region could become world’s worst crisis – UN https://t.co/1CG0uMA2v3 via @todayng https://t.co/VI2HttJMBA",FALSE,0,NA,2016-09-30 21:03:17,FALSE,NA,"781962645909938177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Abel89687",6,TRUE,FALSE,NA,NA,"boko haram"
"11","To fight Boko Haram. Sure... https://t.co/AE7NhpfiMk",FALSE,0,NA,2016-09-30 21:03:15,FALSE,NA,"781962636606877696",NA,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>","chaosthemonster",0,FALSE,FALSE,NA,NA,"boko haram"
"12","RT @OxfamAmerica: Families 'only able to eat once every few days' in #Nigeria hunger crisis warns Oxfam: https://t.co/ZJvwu0SJz5",FALSE,0,NA,2016-09-30 21:02:59,FALSE,NA,"781962569858723841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","flyingpagan52",55,TRUE,FALSE,NA,NA,"boko haram"
"13","RT @Ecroaker: World: Boko Haram region poised for w .. #TISNews Link - https://t.co/cniyw33PkW https://t.co/ChIb2Kx4TU",FALSE,0,NA,2016-09-30 21:01:46,FALSE,NA,"781962262114213888",NA,"<a href=""http://theindiansubcontinent.com"" rel=""nofollow"">TweetNSAuto2</a>","ErtigCrowdBuy",3,TRUE,FALSE,NA,NA,"boko haram"
"14","RT @INSubcontinent: World: Boko Haram region poised for w .. #TISNews Link - https://t.co/mlTJvYU9hb https://t.co/QrglbVtyNY",FALSE,0,NA,2016-09-30 21:01:38,FALSE,NA,"781962231533613056",NA,"<a href=""http://theindiansubcontinent.com"" rel=""nofollow"">Retweeter Au</a>","narendramodi123",3,TRUE,FALSE,NA,NA,"boko haram"
"15","US builds a $100 million African drone base to fight Boko Haram https://t.co/sJ3LcB6rjZ",FALSE,0,NA,2016-09-30 21:01:34,FALSE,NA,"781962214504800256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zapata_36",0,FALSE,FALSE,NA,NA,"boko haram"
"16","Famine Will Kill 75,000 Kids in #BokoHaram Zones, @UNICEF  Says https://t.co/NKQSIXXfoQ #UDLAMUN2016 #UNSC",FALSE,0,NA,2016-09-30 21:01:19,FALSE,NA,"781962151321821185",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","udlamun2016",0,FALSE,FALSE,NA,NA,"boko haram"
"17","RT @ReutersAfrica: Famine killing tens of thousands in Boko Haram region: U.N  https://t.co/VsY1pMvRnE https://t.co/AT7OXwPRIy",FALSE,0,NA,2016-09-30 21:00:49,FALSE,NA,"781962024632877056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uweseeler187",5,TRUE,FALSE,NA,NA,"boko haram"
"18","RT @Ecroaker: World: Boko Haram region poised for w .. #TISNews Link - https://t.co/cniyw33PkW https://t.co/ChIb2Kx4TU",FALSE,0,NA,2016-09-30 21:00:31,FALSE,NA,"781961948745170945",NA,"<a href=""http://theindiansubcontinent.com"" rel=""nofollow"">TweetNSAuto</a>","EtieqElite",3,TRUE,FALSE,NA,NA,"boko haram"
"19","RT @philhazlewood: NE #Nigeria cd become world's biggest humanitarian crisis because of Boko Haram, malnutrition - UN @AFP @AFPAfrica https…",FALSE,0,NA,2016-09-30 21:00:18,FALSE,NA,"781961894349434880",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","ezuruikennekajo",31,TRUE,FALSE,NA,NA,"boko haram"
"20","RT @NkirukaNistoran: GOP senators probe Clinton Foundation ties to State, Boko Haram https://t.co/TfTRlNv2WV via @DCExaminer",FALSE,0,NA,2016-09-30 21:00:14,FALSE,NA,"781961876964016128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SamuelNnaji9",75,TRUE,FALSE,NA,NA,"boko haram"
"21","14 soldiers killed in anti-Boko Haram operations https://t.co/zK1Q3ajrVs via @todayng https://t.co/fXywoKjHKD",FALSE,0,NA,2016-09-30 21:00:11,FALSE,NA,"781961866281181184",NA,"<a href=""http://www.twitter.com/NigeriaNewsdesk"" rel=""nofollow"">Nigeria Newsdesk</a>","NigeriaNewsdesk",2,FALSE,FALSE,NA,NA,"boko haram"
"22","#Army launches operation to free #BokoHaram #hostages via @todayng: https://t.co/AKQyKdY7zv https://t.co/zkkzdL3TX2",FALSE,0,NA,2016-09-30 21:00:00,FALSE,NA,"781961820739215360",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","projectcyma",0,FALSE,FALSE,NA,NA,"boko haram"
"23","RT @AuduOgbeh: The North East of Nigeria has great agricultural potentials and economic advantage despite the Boko Haram security challenge…",FALSE,0,NA,2016-09-30 20:59:57,FALSE,NA,"781961806831030272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","som1twisted",7,TRUE,FALSE,NA,NA,"boko haram"
"24","RT @philhazlewood: NE #Nigeria cd become world's biggest humanitarian crisis because of Boko Haram, malnutrition - UN @AFP @AFPAfrica https…",FALSE,0,NA,2016-09-30 20:59:50,FALSE,NA,"781961777751977984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Awoladekehinde",31,TRUE,FALSE,NA,NA,"boko haram"
"25","RT @engadget: US builds a $100 million African drone base to fight Boko Haram https://t.co/RlAkjiSkZu https://t.co/V3uObPLuUp",FALSE,0,NA,2016-09-30 20:59:47,FALSE,NA,"781961765840093185",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Clint009",16,TRUE,FALSE,NA,NA,"boko haram"
"26","Some guy made a chilli and named it Boko Haram smh I understand why after having it, it's terrorising my stomach",FALSE,0,NA,2016-09-30 20:59:15,FALSE,NA,"781961632004055040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FranciSco_I_C_E",0,FALSE,FALSE,NA,NA,"boko haram"
"27","RT @sugabelly: On the surface it's a daft question. ""Muslims"" as a group can't ""talk"" to Boko Haram to stop anything
But on a granular leve…",FALSE,0,NA,2016-09-30 20:59:07,FALSE,NA,"781961596008599552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mz_wakiki",3,TRUE,FALSE,NA,NA,"boko haram"
"28","The home guard      https://t.co/W9QVlQo6Vf https://t.co/cOIT8xOH3R",FALSE,0,NA,2016-09-30 20:59:05,FALSE,NA,"781961586483269633",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","gabrielmahia",0,FALSE,FALSE,NA,NA,"boko haram"
"29","RT @INSubcontinent: World: Boko Haram region poised for w .. #TISNews Link - https://t.co/mlTJvYU9hb https://t.co/QrglbVtyNY",FALSE,0,NA,2016-09-30 20:58:55,FALSE,NA,"781961545202806784",NA,"<a href=""http://theindiansubcontinent.com"" rel=""nofollow"">TweetNSAuto234</a>","nafisaali1992",3,TRUE,FALSE,NA,NA,"boko haram"
"30","RT @Ecroaker: World: Boko Haram region poised for w .. #TISNews Link - https://t.co/cniyw33PkW https://t.co/ChIb2Kx4TU",FALSE,0,NA,2016-09-30 20:58:34,FALSE,NA,"781961458888249344",NA,"<a href=""http://theindiansubcontinent.com"" rel=""nofollow"">TweetNSAuto234</a>","nafisaali1992",3,TRUE,FALSE,NA,NA,"boko haram"
"31","RT @philhazlewood: NE #Nigeria cd become world's biggest humanitarian crisis because of Boko Haram, malnutrition - UN @AFP @AFPAfrica https…",FALSE,0,NA,2016-09-30 20:58:28,FALSE,NA,"781961434167148545",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoyceOdukoya",31,TRUE,FALSE,NA,NA,"boko haram"
"32","RT @valbrownmc: GOP Senators Probe Clinton Foundation Ties to State and Boko Haram https://t.co/BJ3qsNOqod https://t.co/vpLGD1k9Gi",FALSE,0,NA,2016-09-30 20:58:19,FALSE,NA,"781961395495731201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BasilDurugo",38,TRUE,FALSE,NA,NA,"boko haram"
"33","Boko Haram region could become world’s worst crisis – UN https://t.co/r6vqfTyGzd https://t.co/O3UYCjAyh4",FALSE,0,NA,2016-09-30 20:58:06,FALSE,NA,"781961342693416961",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","ItsKissWhite",0,FALSE,FALSE,NA,NA,"boko haram"
"34","Boko Haram region could become world’s worst crisis – UN https://t.co/F9DopD906X #NIGERIA @TodayNGR",FALSE,0,NA,2016-09-30 20:58:06,FALSE,NA,"781961341720420352",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","WePushContent",0,FALSE,FALSE,NA,NA,"boko haram"
"35","RT @Amaka_Ekwo: Nnamdi Kanu must be a prophet.

Nigeria now like then Somalia says OXFAM.

Pls support #SelfDetermination. #Biafra 

https:…",FALSE,0,NA,2016-09-30 20:58:04,FALSE,NA,"781961334732840961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maxwellnawuihe",64,TRUE,FALSE,NA,NA,"boko haram"
"36","RT @engadget: US builds a $100 million African drone base to fight Boko Haram https://t.co/RlAkjiSkZu https://t.co/V3uObPLuUp",FALSE,0,NA,2016-09-30 20:57:59,FALSE,NA,"781961311454244864",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","jetcitystar",16,TRUE,FALSE,NA,NA,"boko haram"
"37","RT @FRANCE24: Boko Haram region poised for world’s worst crisis, says UN https://t.co/wk8YZY6FKK https://t.co/2WNkSt4Rqb",FALSE,0,NA,2016-09-30 20:57:17,FALSE,NA,"781961135453040640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SamuelNnaji9",51,TRUE,FALSE,NA,NA,"boko haram"
"38","RT @WF_DJ_StarBROPE: Boko Haram region could become world’s worst crisis, warns UN https://t.co/ZCVNgMWCvW https://t.co/7tYkkwTEZ0",FALSE,0,NA,2016-09-30 20:57:12,FALSE,NA,"781961115106414592",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","ezuruikennekajo",2,TRUE,FALSE,NA,NA,"boko haram"
"39","RT @NigeriaNewsdesk: Boko Haram region could become world’s worst crisis – UN https://t.co/1CG0uMA2v3 via @todayng https://t.co/VI2HttJMBA",FALSE,0,NA,2016-09-30 20:57:00,FALSE,NA,"781961062363041792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bishopochigbo",6,TRUE,FALSE,NA,NA,"boko haram"
"40","RT @CNNAfrica: Release the Boko Haram fighters so our girls will be free says Esther Yakubu, mother of Dorcas Yakubu. https://t.co/UhJTXDcn…",FALSE,0,NA,2016-09-30 20:56:46,FALSE,NA,"781961004645310465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Umar2k",27,TRUE,FALSE,NA,NA,"boko haram"
"41","RT @UNICEF: What an inspiration! Firdau, 17, fled her home to escape Boko Haram. She now volunteers to help children deal with horrors they…",FALSE,0,NA,2016-09-30 20:56:44,FALSE,NA,"781960997259079684",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BlauesStrange",290,TRUE,FALSE,NA,NA,"boko haram"
"42","RT @OxfamAmerica: Families 'only able to eat once every few days' in #Nigeria hunger crisis warns Oxfam: https://t.co/ZJvwu0SJz5",FALSE,0,NA,2016-09-30 20:56:36,FALSE,NA,"781960961548779520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ujames2912",55,TRUE,FALSE,NA,NA,"boko haram"
"43","RT @NajeebMaigatari: We cndmn d rcnt plan of d @NGRPresident 2 attck #SheikhZakzaky under d scam of Boko Haram @MBuhari 
#DontKillZakzaky h…",FALSE,0,NA,2016-09-30 20:56:09,FALSE,NA,"781960849657327616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yax143",6,TRUE,FALSE,NA,NA,"boko haram"
"44","RT @NajeebMaigatari: We cndmn d rcnt plan of d @NGRPresident 2 attck #SheikhZakzaky under d scam of Boko Haram @MBuhari 
#DontKillZakzaky h…",FALSE,0,NA,2016-09-30 20:55:45,FALSE,NA,"781960748788551680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marhaluv2",6,TRUE,FALSE,NA,NA,"boko haram"
"45","RT @OxfamAmerica: Families 'only able to eat once every few days' in #Nigeria hunger crisis warns Oxfam: https://t.co/ZJvwu0SJz5",FALSE,0,NA,2016-09-30 20:55:42,FALSE,NA,"781960736784343040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OMGee77",55,TRUE,FALSE,NA,NA,"boko haram"
"46","RT @NajeebMaigatari: We cndmn d rcnt plan of d @NGRPresident 2 attck #SheikhZakzaky under d scam of Boko Haram @MBuhari 
#DontKillZakzaky h…",FALSE,0,NA,2016-09-30 20:55:25,FALSE,NA,"781960664654942208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abdoolrazerq",6,TRUE,FALSE,NA,NA,"boko haram"
"47","#News US builds a $100 million African drone base to fight Boko Haram https://t.co/Kv3nn0F4yQ",FALSE,0,NA,2016-09-30 20:55:23,FALSE,NA,"781960655683350529",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","newscomnet",0,FALSE,FALSE,NA,NA,"boko haram"
"48","RT @philhazlewood: NE #Nigeria cd become world's biggest humanitarian crisis because of Boko Haram, malnutrition - UN @AFP @AFPAfrica https…",FALSE,0,NA,2016-09-30 20:54:56,FALSE,NA,"781960542944657409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sirwebs",31,TRUE,FALSE,NA,NA,"boko haram"
"49","14 soldiers killed in anti-Boko Haram operations: Niger’s army said… https://t.co/M9XhMSo0C7 #NigeriaNews #News",FALSE,0,NA,2016-09-30 20:54:54,FALSE,NA,"781960536468623360",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","KenMcDevins",0,FALSE,FALSE,NA,NA,"boko haram"
"50","RT @Amaka_Ekwo: Nnamdi Kanu must be a prophet.

Nigeria now like then Somalia says OXFAM.

Pls support #SelfDetermination. #Biafra 

https:…",FALSE,0,NA,2016-09-30 20:54:37,FALSE,NA,"781960463642927104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnnaOgbugo",64,TRUE,FALSE,NA,NA,"boko haram"
"51","RT @engadget: US builds a $100 million African drone base to fight Boko Haram https://t.co/RlAkjiSkZu https://t.co/V3uObPLuUp",FALSE,0,NA,2016-09-30 20:54:34,FALSE,NA,"781960453266210816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","martinpaige1",16,TRUE,FALSE,NA,NA,"boko haram"
"52","RT @OxfamAmerica: Families 'only able to eat once every few days' in #Nigeria hunger crisis warns Oxfam: https://t.co/ZJvwu0SJz5",FALSE,0,NA,2016-09-30 20:54:28,FALSE,NA,"781960428029083649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnnaOgbugo",55,TRUE,FALSE,NA,NA,"boko haram"
"53","RT @Sayyeedjavad: We say no to d #FG plan to assasinate #sheikhzakzaky in the name of Boko Haram #DontKillZakzaky #freezakzaky @MBuhari",FALSE,0,NA,2016-09-30 20:54:26,FALSE,NA,"781960417316900865",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","karlthoumkazler",18,TRUE,FALSE,NA,NA,"boko haram"
"54","#news 14 soldiers killed in anti-Boko Haram operations: Niger https://t.co/Z9fuZLMa3w",FALSE,0,NA,2016-09-30 20:54:22,FALSE,NA,"781960403353874433",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","bazmi118",0,FALSE,FALSE,NA,NA,"boko haram"
"55","World: Boko Haram region poised for w .. #TISNews Link - https://t.co/mlTJvYU9hb https://t.co/QrglbVtyNY",FALSE,3,NA,2016-09-30 20:54:18,FALSE,NA,"781960382663495680",NA,"<a href=""http://theindiansubcontinent.com"" rel=""nofollow"">INS10</a>","INSubcontinent",3,FALSE,FALSE,NA,NA,"boko haram"
"56","World: Boko Haram region poised for w .. #TISNews Link - https://t.co/cniyw33PkW https://t.co/ChIb2Kx4TU",FALSE,3,NA,2016-09-30 20:54:16,FALSE,NA,"781960377395470336",NA,"<a href=""http://www.ecroaker.com"" rel=""nofollow"">Ecroaker Tweets</a>","Ecroaker",3,FALSE,FALSE,NA,NA,"boko haram"
"57","RT @NajeebMaigatari: We cndmn d rcnt plan of d @NGRPresident 2 attck #SheikhZakzaky under d scam of Boko Haram @MBuhari 
#DontKillZakzaky h…",FALSE,0,NA,2016-09-30 20:53:59,FALSE,NA,"781960303340822528",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","karlthoumkazler",6,TRUE,FALSE,NA,NA,"boko haram"
"58","RT @Amaka_Ekwo: Savaged by Boko Haram https://t.co/L9R1b3LOEx",FALSE,0,NA,2016-09-30 20:53:58,FALSE,NA,"781960301935820804",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jamestopic1",46,TRUE,FALSE,NA,NA,"boko haram"
"59","RT @NigeriaNewsdesk: Boko Haram region could become world’s worst crisis – UN https://t.co/1CG0uMA2v3 via @todayng https://t.co/VI2HttJMBA",FALSE,0,NA,2016-09-30 20:53:32,FALSE,NA,"781960191063494656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","enactus_kadpoly",6,TRUE,FALSE,NA,NA,"boko haram"
"60","RT @Amaka_Ekwo: Savaged by Boko Haram https://t.co/L9R1b3LOEx",FALSE,0,NA,2016-09-30 20:53:27,FALSE,NA,"781960169710321664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnnaOgbugo",46,TRUE,FALSE,NA,NA,"boko haram"
"61","RT @IRLA_USA: Savaged by #BokoHaram https://t.co/nfCvStuuD8 #Nigeria",FALSE,0,NA,2016-09-30 20:53:19,FALSE,NA,"781960136017534977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnnaOgbugo",30,TRUE,FALSE,NA,NA,"boko haram"
"62","RT @Sayyeedjavad: We say no to d #FG plan to assasinate #sheikhzakzaky in the name of Boko Haram #DontKillZakzaky #freezakzaky @MBuhari",FALSE,0,NA,2016-09-30 20:52:53,FALSE,NA,"781960027804426240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marhaluv2",18,TRUE,FALSE,NA,NA,"boko haram"
"63","Retweeted Laurie Cumbo (@cmlauriecumbo):

It's been 900 days since Boko Haram kidnapped 276 school girls in... https://t.co/TWWvgdUFEm",FALSE,0,NA,2016-09-30 20:52:48,FALSE,NA,"781960005578788864",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","PepeStudioNYC",0,FALSE,FALSE,NA,NA,"boko haram"
"64","RT @cmlauriecumbo: It's been 900 days since Boko Haram kidnapped 276 school girls in Nigeria. 218 remain in captivity. It's time to #BringB…",FALSE,0,NA,2016-09-30 20:52:42,FALSE,NA,"781959983139328000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PepeStudioNYC",3,TRUE,FALSE,NA,NA,"boko haram"
"65","RT @NajeebMaigatari: We cndmn d rcnt plan of d @NGRPresident 2 attck #SheikhZakzaky under d scam of Boko Haram @MBuhari 
#DontKillZakzaky h…",FALSE,0,NA,2016-09-30 20:52:41,FALSE,NA,"781959979624529920",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Sayyeedjavad",6,TRUE,FALSE,NA,NA,"boko haram"
"66","RT @NajeebMaigatari: We cndmn d rcnt plan of d @NGRPresident 2 attck #SheikhZakzaky under d scam of Boko Haram @MBuhari 
#DontKillZakzaky h…",FALSE,0,NA,2016-09-30 20:52:36,FALSE,NA,"781959958518726656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaltume200",6,TRUE,FALSE,NA,NA,"boko haram"
"67","RT @WF_DJ_StarBROPE: Boko Haram region could become world’s worst crisis, warns UN https://t.co/ZCVNgMWCvW https://t.co/7tYkkwTEZ0",FALSE,0,NA,2016-09-30 20:52:25,FALSE,NA,"781959911240527873",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","adia_afa",2,TRUE,FALSE,NA,NA,"boko haram"
"68","https://t.co/uNtWQzAr28 | Boko Haram region could become world's worst crisis - UN: … spreading more recently to… https://t.co/b1Vff9cd0y",FALSE,0,NA,2016-09-30 20:52:16,FALSE,NA,"781959875114872832",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","cameroondaily",0,FALSE,FALSE,NA,NA,"boko haram"
"69","RT @Sayyeedjavad: We say no to d #FG plan to assasinate #sheikhzakzaky in the name of Boko Haram #DontKillZakzaky #freezakzaky @MBuhari",FALSE,0,NA,2016-09-30 20:51:56,FALSE,NA,"781959790100672512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaltume200",18,TRUE,FALSE,NA,NA,"boko haram"
"70","@Zahrahmusa @OriejiI Orieji, if you say that because he turned Boko Haram into dust, I think you're not thanking him the right way",FALSE,0,"Zahrahmusa",2016-09-30 20:51:51,FALSE,"781956723212947456","781959769393422341","356413288","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deluxegas",0,FALSE,FALSE,NA,NA,"boko haram"
"71","RT @OxfamAmerica: Families 'only able to eat once every few days' in #Nigeria hunger crisis warns Oxfam: https://t.co/ZJvwu0SJz5",FALSE,0,NA,2016-09-30 20:51:35,FALSE,NA,"781959703131779073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ezejaonyekere",55,TRUE,FALSE,NA,NA,"boko haram"
"72","RT @Amaka_Ekwo: Nnamdi Kanu must be a prophet.

Nigeria now like then Somalia says OXFAM.

Pls support #SelfDetermination. #Biafra 

https:…",FALSE,0,NA,2016-09-30 20:51:35,FALSE,NA,"781959703131746304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ezejaonyekere",64,TRUE,FALSE,NA,NA,"boko haram"
"73","RT @Basheeryusif: Pmb ordered Nigerian Army killed 3sons of sheikh Zakzaky, 1000+unarmed shiite#ZariaMassacre&amp;now hired boko haram to attac…",FALSE,0,NA,2016-09-30 20:50:59,FALSE,NA,"781959551201452032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HajaraAhmad10",6,TRUE,FALSE,NA,NA,"boko haram"
"74","RT @NkirukaNistoran: And @MBuhari is busy purchasing weapon killing #Biafran,creating conflict in #Biafraland #FreeNnamdiKanu #FreeBiafra
h…",FALSE,0,NA,2016-09-30 20:50:33,FALSE,NA,"781959440614522881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SamuelNnaji9",97,TRUE,FALSE,NA,NA,"boko haram"
"75","RT @NkirukaNistoran: World leaders @MBuhari is creating another humanitarian aids in #Biafraland  #FreeNnamdiKanu #FreeBiafra @UN @hrw 
htt…",FALSE,0,NA,2016-09-30 20:50:30,FALSE,NA,"781959429411536896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SamuelNnaji9",167,TRUE,FALSE,NA,NA,"boko haram"
"76","RT @UNICEF: What an inspiration! Firdau, 17, fled her home to escape Boko Haram. She now volunteers to help children deal with horrors they…",FALSE,0,NA,2016-09-30 20:50:29,FALSE,NA,"781959425850433536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Saya_relativity",290,TRUE,FALSE,NA,NA,"boko haram"
