"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","term"
"1059","RT @TPoliticmanager: #Foreign_Policy_Boko_Haram_Nigeria_Islamic_State_ ISIS replaced Boko Haram's leader for being too bloodthirsty —… http…",FALSE,0,NA,2016-10-04 16:54:01,FALSE,NA,"783349465394610181",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itsYourGrace",1,TRUE,FALSE,NA,NA,"Boko Haram"
"1060","businessinsider: ISIS replaced Boko Haram's leader for being too bloodthirsty for them — via ForeignPolicy … https://t.co/jRGkdIW8o2",FALSE,0,NA,2016-10-04 16:53:53,FALSE,NA,"783349433874386944",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","InvestingLatest",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1061","RT @BI_Defense: ISIS replaced Boko Haram's leader for being too bloodthirsty for them — via @ForeignPolicy https://t.co/hJaFND5iDh https://…",FALSE,0,NA,2016-10-04 16:53:51,FALSE,NA,"783349425863294976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HTA50",4,TRUE,FALSE,NA,NA,"Boko Haram"
"1062","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/J9mcHVxpKO",FALSE,0,NA,2016-10-04 16:53:39,FALSE,NA,"783349373761708032",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","laginchey",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1063","businessinsider: ISIS replaced Boko Haram's leader for being too bloodthirsty for them — via ForeignPolicy … https://t.co/lAk7YcmMCK",FALSE,0,NA,2016-10-04 16:53:36,FALSE,NA,"783349360180486144",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","simplisticpro",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1064","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:53:35,FALSE,NA,"783349359614103552",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Redwhitebluetex",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1065","RT @silentrunning12: https://t.co/cOuy0DTmwz

Not reported: Clinton Foundation accepted deal w Nigerian businessman to keep Boko Haram off…",FALSE,0,NA,2016-10-04 16:53:25,FALSE,NA,"783349315347505152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OriejiI",22,TRUE,FALSE,NA,NA,"Boko Haram"
"1066","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/M0ToPG3wP2",FALSE,0,NA,2016-10-04 16:53:15,FALSE,NA,"783349273056292864",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Businesswebng",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1067","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/XJH7XkWFnF",FALSE,0,NA,2016-10-04 16:53:14,FALSE,NA,"783349268622880769",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","SMJobs4u",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1068","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering: AFPABUJA, Nigeria... https://t.co/Z3XQkkEbmA",FALSE,0,NA,2016-10-04 16:53:13,FALSE,NA,"783349264088838144",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Ethos360",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1069","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering: AFPABUJA, Nigeria... https://t.co/LpxYeeiBxd",FALSE,0,NA,2016-10-04 16:53:12,FALSE,NA,"783349262369206272",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","elsliza50",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1070","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering: AFPABUJA, Nigeria... https://t.co/QE27o2sf17",FALSE,0,NA,2016-10-04 16:53:12,FALSE,NA,"783349260775415808",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","RoselaDynea",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1071","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering: AFPABUJA, Nigeria... https://t.co/Qumjv23ifW",FALSE,0,NA,2016-10-04 16:53:11,FALSE,NA,"783349259156398080",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","meryalpes",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1072","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/FIJPUCKWr9 @businessinsider",FALSE,0,NA,2016-10-04 16:53:09,FALSE,NA,"783349250411274244",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","prashant_jha_",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1073","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/PSL2nRz1MY @businessinsider",FALSE,0,NA,2016-10-04 16:53:09,FALSE,NA,"783349249178087424",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","macfav",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1074","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/HXTj9U6TFC @businessinsider",FALSE,0,NA,2016-10-04 16:53:09,FALSE,NA,"783349247479427072",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","vickydens",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1075","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/FJuBa8jgMj @businessinsider",FALSE,0,NA,2016-10-04 16:53:08,FALSE,NA,"783349245852082176",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","roxytone",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1076","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/fefnsgudCQ @businessinsider",FALSE,0,NA,2016-10-04 16:53:08,FALSE,NA,"783349242681171968",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","dumb_active",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1077","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/i1u3pxauw8 @businessinsider",FALSE,0,NA,2016-10-04 16:53:07,FALSE,NA,"783349239338323968",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","travel_lonely",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1078","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:53:07,FALSE,NA,"783349238512037889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OriejiI",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1079","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/JPnLt3hBdO @businessinsider",FALSE,0,NA,2016-10-04 16:53:06,FALSE,NA,"783349235945082881",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Atif_Tech",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1080","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering: AFPABUJA, Nigeria... https://t.co/7mliavCJfw",FALSE,0,NA,2016-10-04 16:53:06,FALSE,NA,"783349234951069696",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","NET____Business",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1081","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering: AFPABUJA, Nigeria... https://t.co/qAAJgZ9alO",FALSE,0,NA,2016-10-04 16:53:05,FALSE,NA,"783349233520746496",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","sonnywolcott",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1082","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/piLX193ESr @businessinsider",FALSE,0,NA,2016-10-04 16:53:04,FALSE,NA,"783349229376765952",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","SusanMyersBiz",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1083","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering: AF... https://t.co/LAplXuQaTz #AceNewsReport",FALSE,0,NA,2016-10-04 16:53:04,FALSE,NA,"783349229330665473",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","AceNewsServices",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1084","#business ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering: AFPABUJ... https://t.co/FRQvSF7Wcn",FALSE,0,NA,2016-10-04 16:53:03,FALSE,NA,"783349225031471104",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","PetyaMKoleva",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1085","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering: A... https://t.co/6Vxo62icxR #business #news",FALSE,0,NA,2016-10-04 16:53:02,FALSE,NA,"783349219662794752",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","ecom_world",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1086","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering: AFPABUJA, Nigeria... https://t.co/cGTTeJalhB",FALSE,0,NA,2016-10-04 16:53:02,FALSE,NA,"783349217443975172",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","SamTheHypebeast",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1087","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering: AFPABUJA, Nigeria... https://t.co/nyg4vjXIEw",FALSE,0,NA,2016-10-04 16:52:58,FALSE,NA,"783349204039061504",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","forthartley",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1088","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:52:52,FALSE,NA,"783349175442255873",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","LedaNeilson",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1089","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:52:47,FALSE,NA,"783349156412690432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wcsd1976",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1090","#Foreign_Policy_Boko_Haram_Nigeria_Islamic_State_ ISIS replaced Boko Haram's leader for being too bloodthirsty —…… https://t.co/6qaR6nxTsq",FALSE,0,NA,2016-10-04 16:52:38,TRUE,NA,"783349120819802112",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","TPoliticmanager",1,FALSE,FALSE,NA,NA,"Boko Haram"
"1091","#Foreign_Policy_Boko_Haram_Nigeria_Islamic_State_ ISIS replaced Boko Haram's leader for being too bloodthirsty —…… https://t.co/A7WfPz8rab",FALSE,0,NA,2016-10-04 16:52:33,TRUE,NA,"783349098162298881",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Trumpfeeds",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1092","#Foreign_Policy_Boko_Haram_Nigeria_Islamic_State_ ISIS replaced Boko Haram's leader for being too bloodthirsty —…… https://t.co/ey3rxhbirG",FALSE,0,NA,2016-10-04 16:52:33,TRUE,NA,"783349096069287936",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","AILEENTRUMP",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1093","ISIS replaced Boko Haram's leader for being too bloodthirsty —… https://t.co/G6TPDHo7cH… https://t.co/LklMepgEGM",FALSE,0,NA,2016-10-04 16:52:32,TRUE,NA,"783349095503007744",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","NationPolitic",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1094","#Foreign_Policy_Boko_Haram_Nigeria_Islamic_State_ ISIS replaced Boko Haram's leader for being too bloodthirsty —…… https://t.co/Ynx9t3NNXo",FALSE,0,NA,2016-10-04 16:52:32,TRUE,NA,"783349095117185024",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Trumppridetv",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1095","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:52:31,FALSE,NA,"783349090847330304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaurieAnnBaker",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1096","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/TtNSTbfNem",FALSE,0,NA,2016-10-04 16:52:23,FALSE,NA,"783349057427169280",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","TainaRolling750",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1097","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/5B3VqNmxEG",FALSE,0,NA,2016-10-04 16:52:23,FALSE,NA,"783349056596619264",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","EloisUnglesbee2",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1098","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/7DYpJOXbNS",FALSE,0,NA,2016-10-04 16:52:20,FALSE,NA,"783349041346154497",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","RBB90210",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1099","RT @silentrunning12: https://t.co/cOuy0DTmwz

Not reported: Clinton Foundation accepted deal w Nigerian businessman to keep Boko Haram off…",FALSE,0,NA,2016-10-04 16:52:19,FALSE,NA,"783349039442042881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jhlythgoe",22,TRUE,FALSE,NA,NA,"Boko Haram"
"1100","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:52:18,FALSE,NA,"783349034131922944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","annmcc123",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1101","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:52:11,FALSE,NA,"783349007636652032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alexbenhard1",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1102","RT @swagnito: Boko haram does not practice Islam
Boko haram does not practice Islam
Boko haram does not practice Islam
Boko haram does not…",FALSE,0,NA,2016-10-04 16:52:07,FALSE,NA,"783348987181010944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","firdauusii",6,TRUE,FALSE,NA,NA,"Boko Haram"
"1103","RT @diversitybox: Terrorism: Graphic Photos: Troops intercept kidnappers in Bauchi, arrests suspected Boko... https://t.co/7WqMbhcmCI https…",FALSE,0,NA,2016-10-04 16:52:06,FALSE,NA,"783348983754285057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ayodelerufus",2,TRUE,FALSE,NA,NA,"Boko Haram"
"1104","RT @silentrunning12: https://t.co/cOuy0DTmwz

Not reported: Clinton Foundation accepted deal w Nigerian businessman to keep Boko Haram off…",FALSE,0,NA,2016-10-04 16:52:04,FALSE,NA,"783348975785172992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alexbenhard1",22,TRUE,FALSE,NA,NA,"Boko Haram"
"1105","RT @ReignsFreedom: Report Links Nigerian Corrupt Billionaires With <ed><U+00A0><U+00BD><ed><U+00B2><U+00A3>Clinton Foundation &amp; Boko Haram - 230 girls GONE FOREVER 
#Betrayal htt…",FALSE,0,NA,2016-10-04 16:52:03,FALSE,NA,"783348970311462912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SeeRealEqual",12,TRUE,FALSE,NA,NA,"Boko Haram"
"1106","RT @thebiafratimes: BREAKING: UNBELIEVE! BUHARI ORDERS ARMY TO RELEASE 348 BOKO HARAM TERRORISTS IN THE SPIRIT OF INDEPENDENCE--Daily… http…",FALSE,0,NA,2016-10-04 16:51:54,FALSE,NA,"783348932659277824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","firdauusii",213,TRUE,FALSE,NA,NA,"Boko Haram"
"1107","RT @businessinsider: ISIS replaced Boko Haram's leader for being too bloodthirsty for them — via @ForeignPolicy https://t.co/3vssl2oUK2 htt…",FALSE,0,NA,2016-10-04 16:51:53,FALSE,NA,"783348929710608384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","T00Mario",17,TRUE,FALSE,NA,NA,"Boko Haram"
"1108","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:51:47,FALSE,NA,"783348904884600832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sc007kc",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1109","RT @Refugees: Boko Haram violence has displaced more than 1.8 m people inside Nigeria. Here's what life for 7,500 in Kuya camp looks like.…",FALSE,0,NA,2016-10-04 16:51:45,FALSE,NA,"783348895560589312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bhakta_budha",194,TRUE,FALSE,NA,NA,"Boko Haram"
"1110","businessinsider: ISIS replaced Boko Haram's leader for being too bloodthirsty for them — via ForeignPolicy … https://t.co/12LlJVT0JN",FALSE,0,NA,2016-10-04 16:51:41,FALSE,NA,"783348879920103425",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RobinJones98",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1111","RT @ReignsFreedom: Nigeria: #Hillary St Dept. goes easy.. Boko Haram $$$ to #ClintonFoundation 230 girls GONE! 

@mplay0000 @BAMac01 
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089>http…",FALSE,0,NA,2016-10-04 16:51:36,FALSE,NA,"783348859892297728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5945USARTR",18,TRUE,FALSE,NA,NA,"Boko Haram"
"1112","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:51:31,FALSE,NA,"783348836869693441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShariShariwtsn",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1113","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:51:30,FALSE,NA,"783348832692215808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KOTCOL_",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1114","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:51:22,FALSE,NA,"783348800953778177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kuanyinpink",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1115","RT @businessinsider: ISIS replaced Boko Haram's leader for being too bloodthirsty for them — via @ForeignPolicy https://t.co/3vssl2oUK2 htt…",FALSE,0,NA,2016-10-04 16:51:15,FALSE,NA,"783348769303605249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_DonCarlos",17,TRUE,FALSE,NA,NA,"Boko Haram"
"1116","businessinsider: ISIS replaced Boko Haram's leader for being too bloodthirsty for them — via ForeignPolicy … https://t.co/NhAdWjvb8a",FALSE,0,NA,2016-10-04 16:51:14,FALSE,NA,"783348767449878529",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","voicebydesign",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1117","RT @businessinsider: ISIS replaced Boko Haram's leader for being too bloodthirsty for them — via @ForeignPolicy https://t.co/3vssl2oUK2 htt…",FALSE,0,NA,2016-10-04 16:51:10,FALSE,NA,"783348750047666176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mys_p",17,TRUE,FALSE,NA,NA,"Boko Haram"
"1118","ISIS replaced Boko Haram's leader for being too bloodthirsty — now the group's splintering https://t.co/no62UUAMJw https://t.co/INGgN5cx4y",FALSE,0,NA,2016-10-04 16:51:10,FALSE,NA,"783348747614887936",NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>","theluckyman",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1119","businessinsider: ISIS replaced Boko Haram's leader for being too bloodthirsty for them — via ForeignPolicy … https://t.co/PZ5KKp59UX",FALSE,0,NA,2016-10-04 16:50:57,FALSE,NA,"783348694238322688",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Geospatech",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1120","RT @swagnito: Boko haram does not practice Islam
Boko haram does not practice Islam
Boko haram does not practice Islam
Boko haram does not…",FALSE,0,NA,2016-10-04 16:50:52,FALSE,NA,"783348673682046976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BillionTwiTs",6,TRUE,FALSE,NA,NA,"Boko Haram"
"1121","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:50:51,FALSE,NA,"783348667969175553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KB_Indy",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1122","The more you kill members of the boko haram, the more they recruit more men - Waheed Bakare #JH https://t.co/dQWQbTS91s",FALSE,0,NA,2016-10-04 16:50:45,FALSE,NA,"783348643327774720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TVCconnect",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1123","RT @theIRC: Boko Haram left an estimated 5 million people in #Nigeria on the brink of famine-- must-read on @vicenews: https://t.co/nWQteGE…",FALSE,0,NA,2016-10-04 16:50:41,FALSE,NA,"783348627171373056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","valk1955",3,TRUE,FALSE,NA,NA,"Boko Haram"
"1124","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:50:34,FALSE,NA,"783348599388188676",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChooseToBFree",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1125","RT @businessinsider: ISIS replaced Boko Haram's leader for being too bloodthirsty for them — via @ForeignPolicy https://t.co/3vssl2oUK2 htt…",FALSE,0,NA,2016-10-04 16:50:30,FALSE,NA,"783348582929747968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pas5974",17,TRUE,FALSE,NA,NA,"Boko Haram"
"1126","RT @swagnito: Boko haram does not practice Islam
Boko haram does not practice Islam
Boko haram does not practice Islam
Boko haram does not…",FALSE,0,NA,2016-10-04 16:50:27,FALSE,NA,"783348569285750785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nuelnonny",6,TRUE,FALSE,NA,NA,"Boko Haram"
"1127","RT @businessinsider: ISIS replaced Boko Haram's leader for being too bloodthirsty for them — via @ForeignPolicy https://t.co/3vssl2oUK2 htt…",FALSE,0,NA,2016-10-04 16:50:26,FALSE,NA,"783348566051913729",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aldmoni",17,TRUE,FALSE,NA,NA,"Boko Haram"
"1128","businessinsider: ISIS replaced Boko Haram's leader for being too bloodthirsty for them — via ForeignPolicy … https://t.co/5mBsHYbBlq",FALSE,0,NA,2016-10-04 16:50:24,FALSE,NA,"783348554748325890",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","ClarkBrown27",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1129","ISIS replaced Boko Haram's leader for being too bloodthirsty for them — via ForeignPolicy https://t.co/iYo39uHf7j https://t.co/5wyKwoTOhp",FALSE,0,NA,2016-10-04 16:50:21,FALSE,NA,"783348543998267392",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","insider8news",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1130","Proceeds of President Buhari's biography donated to persons displaced by Boko Haram - Premium Times Nigeria",FALSE,0,NA,2016-10-04 16:50:21,FALSE,NA,"783348542932934656",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KayAlayande",0,FALSE,FALSE,NA,NA,"Boko Haram"
"1131","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:50:13,FALSE,NA,"783348509680476160",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kadybet",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1132","RT @christeneliz: Hillary fine w slaughter of innocent women &amp; girls by Boko Haram, bc it netted Clinton Foundation money. #OctoberSurprise…",FALSE,0,NA,2016-10-04 16:50:10,FALSE,NA,"783348496539582464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BigMamaTEA",119,TRUE,FALSE,NA,NA,"Boko Haram"
"1133","RT @kenifeanyii: Dear God, Bless buhari for helping to bring Boko-haram and their killings to a halt. 
Now give him the same wisdom to lift…",FALSE,0,NA,2016-10-04 16:49:59,FALSE,NA,"783348452684099584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leahify",1082,TRUE,FALSE,NA,NA,"Boko Haram"
